doc_name,page_num,sentence_num,sentence
Insomnia disorder  State of the science and challenges for the future,4,18,"Wakefulness is governed by a network of cell populations in the hypothalamus (including orexinergic neurons), basal forebrain and brain stem, activating thalamus and cortical structures."
Insomnia disorder  State of the science and challenges for the future,4,19,These struc-  tures include and extend beyond the cell groups in the reticular  formation of the brainstem (originally described as ascending reticular activating system).
Insomnia disorder  State of the science and challenges for the future,4,20,"The main sleep-inducing centres are located in the ventrolateral-preoptic nucleus (VLPO), which becomes active during sleep and inhibits all major wake-promoting centres in the hypothala- mus and brain stem, with the neurotransmitters galanin and gamma- aminobutyric acid."
Insomnia disorder  State of the science and challenges for the future,4,21,"The VLPO receives afferent input from each of the major monoaminergic systems, and is inhibited by noradrenaline and serotonin."
Insomnia disorder  State of the science and challenges for the future,4,22,"A mutual inhibitory circuit between both systems, the wake and the sleep system, leads to a flip-flop switch with “sharp” transi- tions between sleeping and waking."
Insomnia disorder  State of the science and challenges for the future,4,23,"Thus, insomnia on this level can be conceptualized as imbalance between sleep-inducing and wake (i.e."
Insomnia disorder  State of the science and challenges for the future,4,24,arousal)-inducing mechanisms.
Insomnia disorder  State of the science and challenges for the future,4,25,A hyperactivity of the arousal sys- tem or a hypoactivity of the sleep system or both simultaneously could thus “drive” the insomnia.
Insomnia disorder  State of the science and challenges for the future,4,26,"Circadian and homeostatic mecha- nisms are also involved in this switch process, and it has been specu- lated that a dysfunctional “key switch” (see above) could play a role in the pathogenesis of insomnia."
Insomnia disorder  State of the science and challenges for the future,4,27,"According to the two-process model of sleep regulation (Borbély, 1982), sleep-wake behaviour is governed by circadian time-keeping mechanisms and a homeostatically con- trolled process S, representing the sleep drive."
Insomnia disorder  State of the science and challenges for the future,4,28,Being out of synchrony with the internal body clock (e.g.
Insomnia disorder  State of the science and challenges for the future,4,29,due to shift work) or having a decreased sleep drive would logically result in sleep complaints.
Insomnia disorder  State of the science and challenges for the future,4,30,"Indeed, the main effective component of CBT-I, sleep restriction, is hypothesized to act on the sleep drive (Maurer et al., 2018), and long- term effectiveness of CBT-I improves with the addition of circadian interventions (Dekker et al., 2020; Leerssen et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,4,31,"Notwith- standing these effects, decades of research in insomnia have failed to reveal circadian and homeostatic mechanisms as primary factors involved the origin and pathophysiology of the majority of people suf- fering from ID (Van Someren, 2021)."
Insomnia disorder  State of the science and challenges for the future,4,32,"One might conclude that enhancement of homeostatic sleep pressure and support of circadian rhythm amplitude alleviates insomnia, but that we may have to look beyond hourglass and clock to find underlying causes predisposing to insomnia."
Insomnia disorder  State of the science and challenges for the future,4,33,"A third factor involved in sleep and predisposing to insomnia is emotion (Saper et al., 2005)."
Insomnia disorder  State of the science and challenges for the future,4,34,"This factor is frequently overlooked, in spite of the ubiquitous experience that sleep initiation is difficult under threatening conditions—no matter what our hourglass and clock suggest."
Insomnia disorder  State of the science and challenges for the future,4,35,"Indeed, from an evolutionary perspective this would be extremely disadvantageous."
Insomnia disorder  State of the science and challenges for the future,4,36,"An increasing number of observations suggests a key role of this third factor in the origin and pathophysiol- ogy of the predisposition to insomnia (for review, see Van Someren, 2021)."
Insomnia disorder  State of the science and challenges for the future,4,37,"For example, the trait to exhibit a pronounced dis- turbed sleep response to stressful events has been shown to be a major risk factor for insomnia (Drake et al., 2014)."
Insomnia disorder  State of the science and challenges for the future,4,38,"Also other personal- ity traits related to emotion regulation have been linked to insomnia, including neuroticism, perfectionism, sensitivity to anxiety symptoms, and the tendency to internalize problems (Dekker et al., 2017; van de Laar et al., 2010)."
Insomnia disorder  State of the science and challenges for the future,4,39,"The major early developmental factors predisposing to insomnia involve emotion as well: risk genes seem to have a prefer- ence for brain circuitries involved in emotion regulation, and early childhood adversity likewise affects these circuitries (Van Someren, 2021)."
Insomnia disorder  State of the science and challenges for the future,4,40,"wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     LOT opywos:Kaptav-Kreaquyar     -IGET OUNTUG APTENY “FOIE     g S 8 § 2 & 5     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
Insomnia disorder  State of the science and challenges for the future,5,0,6 of 18 Pies P     RIEMANN er at.
Insomnia disorder  State of the science and challenges for the future,5,1,"PREDISPOSING FACTORS  GENETICAL DETERMINED DYSFUNCTIONS  NEUROBIOLOGICAL MECHANISMS  e.g., Adenosine; GABA receptor e.g., homeostatic and circadian  polymorphisms; Clock genes; dysregulation (cortisol, serotonin,  CREB dopamine, orexin); altered brain structure  PRECIPITATING FACTORS  PSYCHOSOCIAL STRESSORS  PERPETUATING FACTORS HYPERAROUSAL  COGNITIVE - CORTICAL     (e.g., sleep-focusing; INSOMNIA INSOMNIA Attentional bias) NIGHT-TIME DAY-TIME | t SYMPTOMS SYMPTOMS EMOTIONAL AUTONOMIC N\, EMOTIONAL DYSREGULATION MEMORY CONSOLIDATION  Impairment in both procedural and declarative memory consolidation     FIGURE 3 Comprehensive insomnia model (see text)  PERSONALITY CHARACTERISTICS  e.g., emotional suppression (inhibiting ongoing emotions); maladaptive perfectionism; neuroticism  PERPETUATING FACTORS  —_."
Insomnia disorder  State of the science and challenges for the future,5,2,"ae BEHAVIORAL ADAPTATION  e.g., long time in bed awake; extended sleep opportunities (e.g., daily naps); not regular sleep times; etc."
Insomnia disorder  State of the science and challenges for the future,5,3,t  CONDITIONING EFFECTS  ™  COGNITIVE PERFORMANCE  Performance in neurocognitive tests  ao  | PSYCHOPATHOLOGY  “Precipitating” factors can be readily identified in many cases.
Insomnia disorder  State of the science and challenges for the future,5,4,These are usually significant life events that facilitate the onset of acute episodes of insomnia.
Insomnia disorder  State of the science and challenges for the future,5,5,"Most frequently, reported triggers of acute episodes of insomnia are stressful life events related to a threat of security to family, health and work-school living that are coupled with negative emotional valence."
Insomnia disorder  State of the science and challenges for the future,5,6,"Fortunately, not everyone exposed to stress in adulthood develops insomnia, most likely only those that have a predisposing profile."
Insomnia disorder  State of the science and challenges for the future,5,7,"“Perpetuating” factors can be discussed with respect to hyper- arousal, which can be conceptualized as overactivity of the arousal- promoting systems, out of balance with the activity in sleep-inducing systems."
Insomnia disorder  State of the science and challenges for the future,5,8,"Hyperarousal includes physiological, cognitive and emotional components, and has been considered a stable characteristic of peo- ple with insomnia both during the night and during the day (Morin et al., 2015; Riemann et al., 2010, 2015)."
Insomnia disorder  State of the science and challenges for the future,5,9,"It has been demonstrated that patients with insomnia show increased levels of autonomic activ- ity (though the issue is discussed critically with respect to heart rate variability; Dodds et al., 2017) and an overactivity of the HPA-axis, as documented by increased levels of cortisol output during day- and  night-time (see meta-analysis by Dressle et al., 2022)."
Insomnia disorder  State of the science and challenges for the future,5,10,"Central nervous  system (CNS) indicators of hyperarousal in people with insomnia are increased amounts of micro-arousals and increases in fast EEG fre- quencies (in the sigma and beta bands) during sleep (Christensen et al., 2019; Feige et al., 2013; Perlis et al., 1997, 2001; Spiegelhalder et al., 2012), and also wake EEG shows signatures of increased excita- tion (Colombo, Ramautar, et al., 2016; Colombo, Wei, et al., 2016) and somatic awareness and responsivity (Wei et al., 2016; Wei, Blanken, & Van Someren, 2018; Wei, Ramautar, et al., 2018)."
Insomnia disorder  State of the science and challenges for the future,5,11,Although still too small for voxel-wise consistent findings (Tahmasian et al.
Insomnia disorder  State of the science and challenges for the future,5,12,"2018), the rapidly increasing number of neuroimaging studies on insomnia (Riemann et al., 2015) suggests an overactivity of cortico-limbic net- works relative to sleep-promoting neuronal networks."
Insomnia disorder  State of the science and challenges for the future,5,13,"Most interest- ingly, in recent years a special role of rapid eye movement (REM) sleep disturbance (REM sleep instability/restless REM sleep) has been postulated to be of utmost relevance for the experience of insomnia, and specifically their altered perception of sleep and inability to dis- card hyperarousal (Riemann et al., 2012; Van Someren, 2021)."
Insomnia disorder  State of the science and challenges for the future,5,14,"This lead was primarily based on the finding of increased micro-arousals during REM sleep in insomnia (Feige et al., 2008)—further studies rev-  ealed that upon awakening out of REM sleep, patients with insomnia     wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     opywos:Kaptav: Krwaquyat     & 3 = z g ie     g S 8 § 2 & 3     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
Insomnia disorder  State of the science and challenges for the future,6,0,RIEMANN er aL.
Insomnia disorder  State of the science and challenges for the future,6,1,"more frequently stated having been awake compared with non-REM (NREM) sleep and good sleepers (Feige et al., 2018)."
Insomnia disorder  State of the science and challenges for the future,6,2,"Following up on these findings, Feige et al."
Insomnia disorder  State of the science and challenges for the future,6,3,(2021) used an event-related potentials paradigm to demonstrate that ID patients differed from good sleepers by showing reduced P2 amplitudes only in phasic REM sleep.
Insomnia disorder  State of the science and challenges for the future,6,4,These studies highlight a special role of REM sleep for insomnia.
Insomnia disorder  State of the science and challenges for the future,6,5,"The mechanisms underlying this special role of REM sleep in the predisposition, perpetuation and psychiatric consequences were addressed in a series of seminal studies (Wassing et al., 2016; Wassing, Benjamins, et al., 2019; Wassing, Lakbila-Kamal, et al., 2019; Wassing, Schalkwijk, et al., 2019)."
Insomnia disorder  State of the science and challenges for the future,6,6,"In brief, Wassing et al."
Insomnia disorder  State of the science and challenges for the future,6,7,showed that the restless REM sleep that is characteristic of people with insomnia interferes with overnight adaptation in limbic circuits of the brain.
Insomnia disorder  State of the science and challenges for the future,6,8,"The consequential difficulties with dissolving of distress could be key to the development and perpetuation of hyperarousal as well to the risk of developing psychiatric disorders, as supported by other studies (Halonen et al., 2021; Pesonen et al., 2019)."
Insomnia disorder  State of the science and challenges for the future,6,9,"Restless sleep lacks the prolonged silencing of the locus coeruleus and consequential drop in cerebral noradrenaline that characterizes normal restful REM sleep (Kjearby et al., 2020)."
Insomnia disorder  State of the science and challenges for the future,6,10,"Because REM sleep is a period of pronounced limbic reactivation of emotional memory traces, it has been hypothe- sized that the increased level of noradrenaline during restless REM sleep interferes with the synaptic plasticity processes underlying adaptation of the neuronal engrams that represent distress, and could even result in sensitization, indicating maladaptive sleep (Van Someren, 2021)."
Insomnia disorder  State of the science and challenges for the future,6,11,"Others have proposed that the low level of nor- adrenaline during REM sleep is key to restore the noradrenergic tone, to enable a low tonic and high phasic locus coeruleus activity during wakefulness (Goldstein & Walker, 2014)."
Insomnia disorder  State of the science and challenges for the future,6,12,"Restless REM sleep thus has a specific contribution to “emo- tional” perpetuating factors, and may explain why patients with insomnia are so prone to develop anxiety and depressive disorders in the long run."
Insomnia disorder  State of the science and challenges for the future,6,13,"Indeed, sleep has been conceptualized as a basic psycho- physiological process that is fundamental for stress, behaviour and emotion regulation (Hagger, 2010; Palmer & Alfano, 2017)."
Insomnia disorder  State of the science and challenges for the future,6,14,"Consis- tently, most mental disorders are associated with sleep impairment (Baglioni et al., 2016), and insomnia-related problems in children have been linked with difficulties in socio-emotional development (Sadeh et al., 2014; Vermeulen et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,6,15,"In adults, insomnia has been found to be a predictor of years-long lingering of emotional distress (Wassing et al., 2016; Wassing, Lakbila-Kamal, et al., 2019), of depres- sion, and of anxiety disorders (Baglioni et al., 2011; Hertenstein et al., 2019; Leerssen et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,6,16,"Experimental studies have shown that patients with insomnia report more negative emotions than good sleepers (McCrae et al., 2008; Scott & Judge, 2006)."
Insomnia disorder  State of the science and challenges for the future,6,17,"Psychophysiolog- ical studies have also evidenced an emotional bias in people with insomnia to sleep-related stimuli with negative valence compared with good sleepers (Baglioni et al., 2010; Baglioni, Spiegelhalder, et al., 2014)."
Insomnia disorder  State of the science and challenges for the future,6,18,"Perpetuating factors also include inadequate “behaviours”, like prolonged bedtimes, irregular sleep-wake schedules, napping during the day and other maladaptive behaviours, such as using alcohol to  combat insomnia."
Insomnia disorder  State of the science and challenges for the future,6,19,"Usually, these strategies are attempted to  compensate for lost sleep; however, in the end insomnia is maintained and exacerbated by decreasing sleep drive."
Insomnia disorder  State of the science and challenges for the future,6,20,"In addition, “cognitive perpetuating factors” have been identified, such as beliefs, worry and attentional bias (Espie, 2002; Harvey, 2002; Morin et al., 2007)."
Insomnia disorder  State of the science and challenges for the future,6,21,These cognitions include unrealistic beliefs about sleep requirements and excessive worry for not meeting these stan- dards.
Insomnia disorder  State of the science and challenges for the future,6,22,"In recent years, the literature has emphasized the role of selec- tive attention processes in people with insomnia."
Insomnia disorder  State of the science and challenges for the future,6,23,"Specifically, it has been argued that the attentional system of patients with insomnia may be abnormally sensitive to sleep-related information (Harris et al., 2015)."
Insomnia disorder  State of the science and challenges for the future,6,24,"It has been hypothesized that such attention bias may exacerbate sleep-related rumination and lead to sleep effort (Espie et al., 2006; Harvey, 2002)."
Insomnia disorder  State of the science and challenges for the future,6,25,"Summarizing, acute precipitating life events can “set the wheels in motion’—acute insomnia is triggered."
Insomnia disorder  State of the science and challenges for the future,6,26,"The question of why most individuals who develop acute insomnia do not go on to develop the chronic condition has not yet been clarified (Ellis et al., 2012)—but likely involves genetic and early life stress-induced neurobiological vulnerability to keep “the train rolling.” A complex network of associ- ated symptoms including cognitive-, emotional- and cerebral hyper- arousal, unstable REM sleep and maladaptive behaviours will keep the furnace burning."
Insomnia disorder  State of the science and challenges for the future,6,27,"Sleep-preventing learned associations (conditioning effects) are strongly involved in this process as well, giving credit to Bootzin's assumption that in insomnia the original connection between the bed (stimulus) and the behaviour of sleep (response) has been lost or “unlearned” (Bootzin et al., 1991)."
Insomnia disorder  State of the science and challenges for the future,6,28,"The CBT-I (see below) mainly targets the perpetuating factors, for example, relaxation techniques and mindfulness aim to address psy- chophysiological hyperarousal; sleep hygiene, stimulus control and sleep restriction try to correct maladaptive behaviours and enhance sleep drive; whereas cognitive strategies aim to alter “racing thoughts”, dysfunctional beliefs and attitudes, and to reduce nocturnal  worrying and ruminations."
Insomnia disorder  State of the science and challenges for the future,6,29,"4 | TREATMENT (S)—FOCUS ON PSYCHOLOGICAL APPROACHES: PRESENT GUIDELINES, WHAT IS CBT-I, STEPPED CARE AND DIGITAL CBT-I?"
Insomnia disorder  State of the science and challenges for the future,6,30,"All insomnia-related guidelines published in the last 5 years agree that CBT-I should be the first-line treatment for insomnia, based on the accumulated scientific evidence from the literature."
Insomnia disorder  State of the science and challenges for the future,6,31,"These guidelines include the American College of Physicians (Brasure et al., 2016; Kathol & Arnedt, 2016; Qaseem et al., 2016; Wilt et al., 2016), the American Academy of Sleep Medicine (AASM; Edinger et al., 2021a, b), the German and the European Sleep Society (Riemann, Baum, et al., 2017; Riemann, Baglioni, et al., 2017), and the British Associa- tion for Psychopharmacology consensus statement (Wilson et al., 2019)."
Insomnia disorder  State of the science and challenges for the future,6,32,"Overall, these guidelines make a strong case for CBT-I as first-line treatment for insomnia, and hypnotics are recommended for short-term use and only if CBT-I is either not available or ineffective."
Insomnia disorder  State of the science and challenges for the future,6,33,"As hypnotics in this context, melatonin agonists, benzodiazepines,        wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     opywos:Kaptav: Krwaquyat     & 3 = z g ie     g S 8 § 2 & 3     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
Insomnia disorder  State of the science and challenges for the future,7,0,8 of 18 Pies     RIEMANN er at.
Insomnia disorder  State of the science and challenges for the future,7,1,"benzodiazepine receptor antagonists, some sedating antidepressants and orexin receptor antagonists are recommended mainly for short- term use (less than 4 weeks) only."
Insomnia disorder  State of the science and challenges for the future,7,2,"An overview of the present state of hypnotic treatment can be found in reviews (Herring et al., 2019; Riemann & Nissen, 2012; Roehrs & Roth, 2012)."
Insomnia disorder  State of the science and challenges for the future,7,3,The CBT-I comprises a family of interventions and is not “one” homogenous therapeutic strategy per se (Table 2).
Insomnia disorder  State of the science and challenges for the future,7,4,"The CBT-I is in essence a multicomponent approach, comprising cognitive and behavioural parts, within each of which domain there is a wide range of treatment options."
Insomnia disorder  State of the science and challenges for the future,7,5,The principal behavioural therapies are sleep restriction and stimulus control.
Insomnia disorder  State of the science and challenges for the future,7,6,"Cognitive techniques include reappraisal, cognitive control and paradoxical intention."
Insomnia disorder  State of the science and challenges for the future,7,7,"There is also a range of relaxation therapies, and sleep hygiene education, although not effective as a standalone treatment, is commonly part of the CBT-I toolkit."
Insomnia disorder  State of the science and challenges for the future,7,8,A brief description of these techniques is given in the table.
Insomnia disorder  State of the science and challenges for the future,7,9,"For further details, the interested reader is referred to a new CBT-I textbook that will be published in 2022 (Baglioni et al., 2022)."
Insomnia disorder  State of the science and challenges for the future,7,10,"A new clinician handbook on insomnia will also be avail- able shortly (Espie, 2022)."
Insomnia disorder  State of the science and challenges for the future,7,11,"Logically therefore CBT-I is not “a treatment” but is “a system of cognitive and behavioural therapeutics”, akin to pharmacotherapy (which is not a drug treatment but a “pharmaceutical approach” to clinical care; Espie, 2022)."
Insomnia disorder  State of the science and challenges for the future,7,12,"The history of evidence-based psychother- apy (in most disorders) reveals a period of time during which there was a tendency towards “lumping” of therapeutic elements, rather than the creation of precision techniques that “may” be used in com- bination."
Insomnia disorder  State of the science and challenges for the future,7,13,"This is certainly true of the non-pharmacological manage- ment of insomnia, and the term CBT-I has for the past 20 years or more been used rather generically in the literature because the major- ity of studies have deployed a CBT-I package."
Insomnia disorder  State of the science and challenges for the future,7,14,In earlier times there was a focus upon more specific interven- tions.
Insomnia disorder  State of the science and challenges for the future,7,15,"For example, comparing the effectiveness of abbreviated pro- gressive relaxation, stimulus control therapy and paradoxical intention (Espie et al., 1989), or even investigating components of a single ther- apy (Woolfolk & McNulty, 1983: compared progressive relaxation, progressive relaxation without tension release, imagery with tension release, and imagery without tension release)."
Insomnia disorder  State of the science and challenges for the future,7,16,"Interestingly, of late, there has been renewed interest in single-component therapies."
Insomnia disorder  State of the science and challenges for the future,7,17,"We now find ourselves unpicking or deconstructing CBT to evaluate its active component treatments, and even its active treatment ingredi- ents."
Insomnia disorder  State of the science and challenges for the future,7,18,"The best example is sleep restriction therapy (SRT), widely reg- arded to be the most effective element of CBT (Edinger et al., 2021a; Maurer, Schneider et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,7,19,"A series of laboratory-based experi- ments has recently explored the homeostatic, arousal and circadian mechanisms of sleep restriction (Maurer et al., 2020, 2022; Maurer, Ftouni et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,7,20,In support of this is the fact that CBT protocols are effective even when they vary.
Insomnia disorder  State of the science and challenges for the future,7,21,"The AASM practice parameters task force recently grappled with the question, what are the “minimal characteristics” of effective CBT (Edinger et al., 2021a)."
Insomnia disorder  State of the science and challenges for the future,7,22,"They concluded that “all studies included SRT, stimulus control and some form of cognitive therapy”; however, the cognitive component varied widely."
Insomnia disorder  State of the science and challenges for the future,7,23,Whether or not  relaxation strategies or sleep hygiene were included in the CBT-I  regimen varied across studies as well.
Insomnia disorder  State of the science and challenges for the future,7,24,"It was beyond the scope of this (group) to recommend a specific CBT protocol, and “these variations did not appear to systematically impact the effectiveness of the treat- ment” (p. 261)."
Insomnia disorder  State of the science and challenges for the future,7,25,"This evidences the versatility and robustness of what is sometimes now referred to as CBTx (cognitive and behavioural therapeutics), that is, a “therapeutic formulary”, where not everyone needs the same content, or the same order of content (Espie, 2022)."
Insomnia disorder  State of the science and challenges for the future,7,26,"Analysis of how SRT is configured suggests there is gross variability between studies and protocols (Kyle et al., 2015); it would be prudent to establish what is the most effective combination of SRT parame- ters, including tailoring to presenting insomnia phenotype."
Insomnia disorder  State of the science and challenges for the future,7,27,"Indeed, the widespread development of “precision medicine” (Ginsburg & Willard, 2009; Jain, 2002) has spawned interest in how “personalized behavioural sleep medicine” for insomnia may evolve in the future (Kyle et al., 2014)."
Insomnia disorder  State of the science and challenges for the future,7,28,"Despite the impressive evidence base for CBT-l, its recognition internationally as the treatment of first choice for the management of insomnia and the fact that the CBTx formulary of treatments is quite wide ranging, in practice the majority of insomnia patients seeking medical help continue to receive medication."
Insomnia disorder  State of the science and challenges for the future,7,29,The issue here is not so much overprescribing of drugs as it is under-provision of CBT-I.
Insomnia disorder  State of the science and challenges for the future,7,30,Two innovations have been developed to address this problem.
Insomnia disorder  State of the science and challenges for the future,7,31,"The first, at the level of the treatment itself there has been growing interest in, and a rapidly accelerating evidence base for digital CBT-I, that is CBT-I delivered by fully automated web and mobile means."
Insomnia disorder  State of the science and challenges for the future,7,32,"The sec- ond, at the level of the service, has been the development of the “stepped care” model of insomnia service delivery."
Insomnia disorder  State of the science and challenges for the future,7,33,"The effectiveness of digital CBT-I has been robustly and rigor- ously demonstrated against psychological placebo (Espie et al., 2012), attention control (Christensen et al., 2016; Kaldo et al., 2015), sleep hygiene (Espie et al., 2019; Ritterband et al., 2017; Vedaa et al., 2020), waitlist (Zachariae et al., 2018) and usual care (Freeman et al., 2017) in a range of clinical and co-morbid populations."
Insomnia disorder  State of the science and challenges for the future,7,34,"Several meta-analyses report large between-group effects on insomnia severity, and medium effects on sleep diary outcomes (Seyffert et al., 2016; Soh et al., 2020; Zachariae et al., 2016), and benefits to sleep are durable, being maintained up to a year and beyond (Blom et al., 2017; Luik et al., 2020; Vedaa et al., 2019)."
Insomnia disorder  State of the science and challenges for the future,7,35,"Whereas meta-analyses report effect sizes in the range of face-to-face CBT-| thereby suggesting non-inferi- ority, head-to-head comparisons have shown mixed findings (Blom et al., 2015; De Bruin et al., 2016; Kallestad et al., 2021; Lancee et al., 2016)."
Insomnia disorder  State of the science and challenges for the future,7,36,"It seems likely, however, that the evolution of highly engaging clinically evidenced software will address engagement and treatment implementation challenges that are apparent for all forms of CBT-I delivery."
Insomnia disorder  State of the science and challenges for the future,7,37,"It may also be the case that differences exist between different digital CBT-I formats (Hasan et al., 2022)."
Insomnia disorder  State of the science and challenges for the future,7,38,These outstanding questions warrant further investigation.
Insomnia disorder  State of the science and challenges for the future,7,39,"Beyond improved sleep, digital CBT-l, like “traditional” CBT-l, yields benefits to additional clinical and functional outcomes of rele- vance to insomnia."
Insomnia disorder  State of the science and challenges for the future,7,40,"Several studies have documented reductions in symptoms of anxiety and depression, including in individuals with clin- ically significant depressive symptoms (Blom et al., 2015, 2017; Cheng et al., 2019; Henry et al., 2021; Pillai et al, 2015; van der Zweerde     wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     LOT opywos:Kaptav-Kreaquyar     -IGET OUNTUG APTENY “FOIE     g S 8 § 2 & 5     puoo-pur-suus9} (1109      jn x0y Aaeaqny auyUG A2qtyy     8 & < ° 2 3 ="
Insomnia disorder  State of the science and challenges for the future,8,0,RIEMANN er aL.
Insomnia disorder  State of the science and challenges for the future,8,1,"TABLE 2 _ CBT-l ingredients (from Baglioni et al., 2020)  CBT-I strategy Description  Sleep restriction Behavioural strategy: A method that aims at strengthening homeostatic sleep pressure and stabilizing circadian control of sleep and wakefulness, by decreasing the opportunity to sleep over successive nights."
Insomnia disorder  State of the science and challenges for the future,8,2,Patients are instructed to restrict their time in bed to match their average (self-report in sleep diaries) total sleep duration.
Insomnia disorder  State of the science and challenges for the future,8,3,The time in bed is then gradually increased until reaching patients' optimal sleep need.
Insomnia disorder  State of the science and challenges for the future,8,4,"An alternative method, called sleep compression, consists in gradual constriction of time in bed until reaching the optimal  sleep need."
Insomnia disorder  State of the science and challenges for the future,8,5,"wos} PapHO[UMOG ""F “ZZOZ “698TSIEL     Stimulus control Behavioural strategy: Several instructions aiming at strengthening the bed as a cue for sleep, weakening it as a cue for activities that might interfere with sleep, and helping the insomniac acquire a consistent sleep rhythm, based on operant conditioning model: (1) lie down to go to sleep only when you are sleepy; (2) do not use your bed for anything except your sleep and sexual activity; (3) if you find yourself unable to fall asleep, get up and go to another room."
Insomnia disorder  State of the science and challenges for the future,8,6,"Stay up as long as you wish, and come back to bed when you feel sleepy; (4) If you still cannot fall asleep, repeat step (3)."
Insomnia disorder  State of the science and challenges for the future,8,7,"Do this as  often as is necessary throughout the night; (5) Set your alarm and get up at the same time every morning irrespective of  LOT opywos:Kaptav-Kreaquyar     muscle relaxation, autogenic training, imagery training, meditation)."
Insomnia disorder  State of the science and challenges for the future,8,8,how much sleep you got during the night; (6) no napping during daytime.
Insomnia disorder  State of the science and challenges for the future,8,9,a  BE  Sleep hygiene Behavioural and educational strategy: General health instructions about internal and external factors that might influence z education sleep (e.g.
Insomnia disorder  State of the science and challenges for the future,8,10,"sport, light, temperature, etc.)."
Insomnia disorder  State of the science and challenges for the future,8,11,2 Relaxation Behavioural and cognitive strategy: A set of methods aiming at reducing somatic or cognitive hyperarousal (e.g.
Insomnia disorder  State of the science and challenges for the future,8,12,"progressive 5 5     Cognitive reappraisal Cognitive strategy: Strategies directed to reduce dysfunctional beliefs, attitudes, concerns and false beliefs about the cause  of insomnia and about the inability to sleep."
Insomnia disorder  State of the science and challenges for the future,8,13,"Cognitive control/ Cognitive strategy: The patient is instructed to sit comfortably in an armchair, and write down a list of worries and list of  Worry time  what to do the next day."
Insomnia disorder  State of the science and challenges for the future,8,14,"The rationale of this strategy is to prevent emotionally loaded intrusive thoughts during the  sleep-onset period, as all worries have been “already” processed before going to bed."
Insomnia disorder  State of the science and challenges for the future,8,15,Paradoxical intention  Cognitive strategy: Strategy aimed at reducing the anticipatory anxiety at the time of falling asleep.
Insomnia disorder  State of the science and challenges for the future,8,16,Patients are instructed  to remain still in bed with the eyes closed and to try to keep awake as long as they can.
Insomnia disorder  State of the science and challenges for the future,8,17,"This takes away the responsibility to try to fall asleep, which in turn often leads to falling asleep quicker."
Insomnia disorder  State of the science and challenges for the future,8,18,"Abbreviation: CBT-I, cognitive-behavioural treatment for insomnia."
Insomnia disorder  State of the science and challenges for the future,8,19,et al.
Insomnia disorder  State of the science and challenges for the future,8,20,2019).
Insomnia disorder  State of the science and challenges for the future,8,21,"From a scientific perspective, digital CBT-I confers advantages such that it permits examination of potential mediators of treatment effects using a standardized therapeutic approach."
Insomnia disorder  State of the science and challenges for the future,8,22,"Large randomized-controlled trials and secondary analyses show that insom- nia symptom reduction mediates improvements in mental health symptoms (Freeman et al., 2017; Henry et al., 2021), and improve- ments in quality of life, health and wellbeing, and cognitive function (Espie et al., 2019; Kyle, Hurry, et al., 2020)."
Insomnia disorder  State of the science and challenges for the future,8,23,This evidence therefore supports treating insomnia complaints whenever it presents.
Insomnia disorder  State of the science and challenges for the future,8,24,"Emerging data also suggest that demographic variables including age, race, gen- der or socio-economic status do not moderate the effectiveness of digital CBT-I (Cheng et al., 2019)."
Insomnia disorder  State of the science and challenges for the future,8,25,Real-world evidence further underscores the value of digital CBT-I.
Insomnia disorder  State of the science and challenges for the future,8,26,"Recent uncontrolled data evaluating digital CBT-I in existing healthcare settings in the UK show reductions in insomnia and aug- mentation of the effects of in-person therapy for anxiety and depres- sion (Cliffe et al., 2020; Luik et al."
Insomnia disorder  State of the science and challenges for the future,8,27,"2017; Stott et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,8,28,"Importantly, from a health economic perspective, analyses suggest that digital CBT-I is cost-effective, and may lead to cost savings if made available at scale (Darden et al., 2021; Sampson et al., 2021)."
Insomnia disorder  State of the science and challenges for the future,8,29,This growing body of evidence behind digital CBT-| has led to increased recognition of it as a viable and effective treatment option.
Insomnia disorder  State of the science and challenges for the future,8,30,"Indeed, in the USA, Somryst has been cleared by the FDA as a pre- scription digital therapeutic (Morin, 2020)."
Insomnia disorder  State of the science and challenges for the future,8,31,"Likewise, Sleepio (www."
Insomnia disorder  State of the science and challenges for the future,8,32,"sleepio.com) is widely available in the USA, integrated into healthcare  pathways and on the digital formulary, and is available in major parts of the UK National Health Service."
Insomnia disorder  State of the science and challenges for the future,8,33,"By overcoming the barriers preventing access to therapist- delivered CBT-I, digital CBT-I has the potential to provide access to clinically effective, evidenced-based and guideline-recommended insomnia treatment."
